name  ,operation  ,dod  , age  ,unit  ,cod  
"Garces, Spec. Tomas",Iraqi Freedom,9/6/04,19,"Army National Guard?s 1836th Transportation Company from Fort Bliss, Texas.",IED
"Gardner, Lance Cpl. Derek L.",Iraqi Freedom,9/6/04,20,"Headquarters Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif",hostile action
"Grella, Pfc. Devin J.",Iraqi Freedom,9/6/04,21,"Reserve's 706th Transportation Company from Mansfield, Ohio.",IED
"Keith, Lance Cpl. Quinn A.",Iraqi Freedom,9/6/04,21,"2nd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif",hostile action
"McCarthy, Lance Cpl. Joseph C.",Iraqi Freedom,9/6/04,21,"2nd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif",hostile action
"Read, Spec. Brandon M.",Iraqi Freedom,9/6/04,21,"125th Transportation Company from Lexington, Ky.",IED
"Wilson, Lance Cpl. Lamont N.",Iraqi Freedom,9/6/04,20,"2nd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif",hostile action
"Adams III, Spec. Clarence",Iraqi Freedom,9/7/04,28,"91st Engineer Battalion, 1st Cavalry Division, Fort Hood, Texas",IED
"Aneiros, Spec. Yoe M.",Iraqi Freedom,9/7/04,20,"2nd Battalion, 70th Armor, 3rd Brigade, 1st Armored Division, Fort Riley, Kan.",hostile action
"Drake, Spec. Chad H.",Iraqi Freedom,9/7/04,23,"1st Battalion, 82nd Field Artillery, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Price, 1st Lt. Timothy E.",Iraqi Freedom,9/7/04,25,"127th Military Police Company, 709th Military Police Battalion, 18th Military Police Brigade, V Corps, Hanau, Germany",hostile action
"DeLeon Jr., Spec. Lauro G.",Iraqi Freedom,9/8/04,20,"Army Reserve?s 644th Transportation Company, Beaumont, Texas",IED
"Faulkner, Sgt. James D.",Iraqi Freedom,9/8/04,23,"20th Engineer Battalion, 1st Cavalry Division, Fort Hood, Texas",IED
"Martinez, Spec. Michael A.",Iraqi Freedom,9/8/04,29,"1st Battalion, 6th Field Artillery from Bamberg, Germany",vehicle accident
"Sparks, Pfc. Jason L.",Iraqi Freedom,9/8/04,19,"1st Battalion, 503rd Infantry Regiment, Camp Casey, Korea",hostile action
"Daclan Jr., Spec. Edgar P.",Iraqi Freedom,9/10/04,24,"1st Battalion, 18th Infantry, 1st Infantry Division from Schweinfurt, Germany",IED
"Cedergren, Petty Officer 3rd Class David A.",Iraqi Freedom,9/11/04,25,2nd Marine Division Fleet Marine Forces Atlantic,non-combat
"Poindexter, Pfc. Jason T.",Iraqi Freedom,9/12/04,20,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Wetherbee, 1st Lt. Alexander E.",Iraqi Freedom,9/12/04,27,"3rd Assault Amphibian Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Brown, Lance Cpl. Dominic C.",Iraqi Freedom,9/13/04,19,"Headquarters Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",non-combat
"Hagy Jr., Staff Sgt. Guy S.",Iraqi Freedom,9/13/04,31,"1st Battalion, 12th Cavalry Regiment, 1st Cavalry Division, Fort Hood, Texas",IED
"Halal, Lance Cpl. Michael J.",Iraqi Freedom,9/13/04,22,"1st Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",vehicle accident
"Isenberg, Spec. Benjamin W.",Iraqi Freedom,9/13/04,27,"Army National Guard's 2nd Battalion, 162nd Infantry, Corvallis, Ore.",IED
"Machado-Olmos, Lance Cpl. Cesar F.",Iraqi Freedom,9/13/04,20,"2nd Combat Engineer Battalion, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",vehicle accident
"Meluat, Cpl. Jaygee",Iraqi Freedom,9/13/04,24,"3rd Assault Amphibian Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Puckett, Lance Cpl. Mathew D.",Iraqi Freedom,9/13/04,19,"3rd Assault Amphibian Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Soltau, Cpl. Adrian V.",Iraqi Freedom,9/13/04,21,"3rd Assault Amphibian Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Thomas, Sgt. Carl",Iraqi Freedom,9/13/04,29,"1st Battalion, 12th Cavalry Regiment, 1st Cavalry Division, Fort Hood, Texas",IED
"Weisenburg, Staff Sgt. David J.",Iraqi Freedom,9/13/04,26,"Army National Guard's 2nd Battalion, 162nd Infantry, Corvallis, Ore.",IED
"Brown, 1st Lt. Tyler H.",Iraqi Freedom,9/14/04,26,"1st Battalion, 9th Infantry Regiment, 2nd Infantry Division, Camp Hovey, Tongduchon City, Korea",hostile action
"Demand, Sgt. Jacob H.",Iraqi Freedom,9/14/04,29,"1st Squadron, 14th Cavalry Regiment, Fort Lewis, Wash.",hostile action
"Shea, Maj. Kevin M.",Iraqi Freedom,9/14/04,38,"1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Howman, Lance Cpl. Gregory C.",Iraqi Freedom,9/15/04,28,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Uhles, Lance Cpl. Drew M.",Iraqi Freedom,9/15/04,20,"1st Battalion, 7th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center, Twentynine Palms, Calif.",hostile action
"Pinkston, Sgt. Foster",Iraqi Freedom,9/16/04,47,"Army National Guard's 878th Engineer Battalion, Augusta, Ga.",non-combat
"Rintamaki, Cpl. Steven A.",Iraqi Freedom,9/16/04,21,"3rd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Stern, 1st Lt. Andrew K.",Iraqi Freedom,9/16/04,24,"1st Tank Battalion, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center, Twentynine Palms, Calif.",hostile action
"Ebert, Cpl. Christopher S.",Iraqi Freedom,9/17/04,21,"2nd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Price, Pfc. James W.",Iraqi Freedom,9/18/04,22,"4th Battalion, 5th Air Defense Artillery Regiment, 1st Cavalry Division, Fort Hood, Texas",IED
"Rosenbaum, Sgt. Thomas C.",Iraqi Freedom,9/18/04,25,"4th Battalion, 5th Air Defense Artillery Regiment, 1st Cavalry Division, Fort Hood, Texas",IED
"Adams, Sgt. Brandon E.",Iraqi Freedom,9/19/04,22,"1st Battalion, 32nd Infantry Regiment, 10th Mountain Division, Fort Drum, N.Y.",hostile action
"Cates, Lance Cpl. Steven C.T..",Iraqi Freedom,9/20/04,22,"1st Battalion, 7th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center Twentynine Palms, Calif.",hostile action
"Goodwin, Staff Sgt. Robert S.",Enduring Freedom,9/20/04,35,"2nd Battalion, 3rd Special Forces Group, Fort Bragg, N.C.",hostile action
"Harrington, Sgt. Foster L.",Iraqi Freedom,9/20/04,31,"Marine Corps Reserve?s 3rd Force Reconnaissance Company, 4th Marine Division, Mobile, Ala.",hostile action
"Henry, Spec. Joshua J.",Iraqi Freedom,9/20/04,21,"1st Battalion, 7th Field Artillery Regiment, 1st Infantry Division, Schweinfurt, Germany",hostile action
"Olaes, Staff Sgt. Tony B.",Enduring Freedom,9/20/04,30,"2nd Battalion, 3rd Special Forces Group, Fort Bragg, N.C.",hostile action
"Wells, Spec. Wesley R.",Enduring Freedom,9/20/04,21,"2nd Battalion, 27th Infantry Regiment, 25th Infantry Division (Light), Schofield Barracks, Hawaii",hostile action
"Stahl, Pfc. Nathan E.",Iraqi Freedom,9/21/04,20,"2nd Battalion, 75th Ranger Regiment from Fort Lewis, Wash.",IED
"Harris, Pfc. Adam J.",Iraqi Freedom,9/22/04,21,"2nd Battalion, 3rd Infantry Brigade, 2nd Infantry Division, Fort Lewis, Wash.",hostile action
"Koenig, Staff Sgt. Lance J.",Iraqi Freedom,9/22/04,33,"Army National Guard's 141st Engineer Battalion, Jamestown, N.D.",IED
"Smith, Sgt. Benjamin K.",Iraqi Freedom,9/22/04,24,"1st Tank Battalion, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center Twentynine Palms, Calif.",hostile action
"Soram, Sgt. Skipper",Iraqi Freedom,9/22/04,23,"3rd Battalion, 82nd Field Artillery Regiment, 1st Cavalry Division, Fort Hood, Texas.",IED
"Boyles, Lance Cpl. Aaron",Iraqi Freedom,9/24/04,24,"Headquarters and Service Company, 7th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center, Twentynine Palms, Calif.",hostile action
"Folmar, Sgt. Timothy Shane",Iraqi Freedom,9/24/04,21,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Leduc, 2nd Lt. Ryan",Iraqi Freedom,9/24/04,28,"2nd Battalion, 10th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",vehicle accident
"Mateo, Lance Cpl. Ramon",Iraqi Freedom,9/24/04,20,"Headquarters and Service Company, 7th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center, Twentynine Palms, Calif.",hostile action
"Johnson, Spec. David W.",Iraqi Freedom,9/25/04,37,"Army National Guard's 2nd Battalion, 162nd Infantry Regiment, Cottage Grove, Ore.",IED
"Moxley Jr., Spec. Clifford L.",Iraqi Freedom,9/25/04,51,"Army National Guard's 2nd Battalion, 103rd Armor Regiment, Berwick, Penn.",non-combat
"Unruh, Spec. Robert Oliver",Iraqi Freedom,9/25/04,25,"44th Engineer Battalion, Camp Howze, Korea",hostile action
"Allton, Capt. Eric L.",Iraqi Freedom,9/26/04,34,"2nd Battalion, 17th Field Artillery Regiment, 2nd Infantry Division, Camp Hovey, Korea",hostile action
"Cox, Spec. Gregory A.",Iraqi Freedom,9/27/04,21,"1st Battalion, 77th Armor Regiment, 1st Infantry Division, Schweinfurt, Germany",vehicle accident
"Sickels, Pfc. Kenneth L.",Iraqi Freedom,9/27/04,20,"1st Battalion, 7th Marine Regiment, 1st Marine Division, Marine Corps Air Ground Combat Center Twentynine Palms, Calif.",non-combat
"Villanueva, Sgt. 1st Class Joselito O.",Iraqi Freedom,9/27/04,36,"9th Engineer Battalion, 1st Infantry Division, Schweinfurt, Germany",hostile action
"Prewitt, Sgt. Tyler D.",Iraqi Freedom,9/28/04,22,"2nd Battalion, 2nd Infantry Regiment, 1st Infantry Division, Vilseck, Germany",hostile action
"Titcomb, Pfc. Joshua K.",Iraqi Freedom,9/28/04,20,"2nd Battalion, 72nd Armor Regiment, 2nd Infantry Division, Camp Casey, Korea",IED
"Dennie, Staff Sgt. Mike A.",Iraqi Freedom,9/29/04,31,"106th Finance Battalion from Kitzingen, Germany",vehicle accident
"Rogers, Staff Sgt. Alan L.",Enduring Freedom,9/29/04,49,"Army National Guard?s 1st Battalion, 211th Aviation Regiment, West Jordan, Utah",non-combat
"Cunningham, Staff Sgt. Darren J.",Iraqi Freedom,9/30/04,40,"89th Military Police Brigade, Fort Hood, Texas",hostile action
"Jones, Spec. Rodney A.",Iraqi Freedom,9/30/04,21,"1st Battalion, 5th Infantry Regiment, 1st Cavalry Division, Fort Hood, Texas",IED
"Nolan, Spec. Allen",Iraqi Freedom,9/30/04,38,"Army Reserve's 660th Transportation Company, Zanesville, Ohio",IED
"Hennessy, Sgt. Jack T.",Iraqi Freedom,10/1/04,21,"1st Battalion, 9th Cavalry Regiment, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Uvanni, Sgt. Michael A.",Iraqi Freedom,10/1/04,27,"Army National Guard?s 2nd Battalion, 108th Infantry Regiment, Morrisonville, N.Y.",hostile action
"Collier, Sgt. Russell L.",Iraqi Freedom,10/3/04,48,"1st Battalion, 206th Field Artillery Regiment, Arkansas National Guard, Russellville, Ark.",hostile action
"Pettaway Jr., Staff Sgt. James L.",Iraqi Freedom,10/3/04,37,"Army Reserve's 223rd Transportation Company, Norristown, Pa.",vehicle accident
"Potts, Sgt. Christopher S.",Iraqi Freedom,10/3/04,38,"Army National Guard?s 1st Battalion, 103rd Field Artillery Regiment, Providence, R.I.",hostile action
"Sparks, Staff Sgt. Gina R.",Iraqi Freedom,10/4/04,35,"115th Field Hospital, Warrior Brigade, Fort Polk",non-combat
"Morgan Jr., Staff Sgt. Richard L.",Iraqi Freedom,10/5/04,38,"Army Reserve?s 660th Transportation Company, Cadiz, Ohio",IED
"Cawvey, Spec. Jessica L.",Iraqi Freedom,10/6/04,21,"Army's National Guard's 1544th Transportation Company, Paris, Ill.",IED
"Kim, Pvt. Jeungjin Na",Iraqi Freedom,10/6/04,23,"Army 2nd Battalion, 17th Field Artillery, 2nd Infantry Division, Camp Hovey, Korea",hostile action
"Jacobs, Spec. Morgen N.",Iraqi Freedom,10/7/04,20,"1st Battalion, 18th Infantry Regiment, 1st Infantry Division, Schweinfurt, Germany",IED
"Brown, Sgt. Andrew W.",Iraqi Freedom,10/8/04,22,"1st Battalion, 509th Infantry, Fort Polk, LA",IED
"Voss, Staff Sgt. Michael S.",Iraqi Freedom,10/8/04,35,"Army National Guard 1st Battalion, 120th Infantry Regiment, Wilmington, NC",IED
"Halverson, Pfc. Andrew",Iraqi Freedom,10/9/04,19,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, CA",hostile action
"Prevete, Pfc. James E.",Iraqi Freedom,10/10/04,22,"Army 1st Battalion, 506th Infantry Regiment, Camp Greaves, Korea",vehicle accident
"Ramsey, Pvt. Carson J.",Iraqi Freedom,10/10/04,22,"Army 2nd Battalion, 8th Cavalry Regiment, 1st Cavalry Division, Fort Hood, TX",IED
"Burbank, Staff Sgt. Michael L.",Iraqi Freedom,10/11/04,34,"1st Squadron, 14th Cavalry Regiment, Fort Lewis, Wash.",IED
"Monroe, Pfc. Anthony W.",Iraqi Freedom,10/11/04,20,"Army?s Division Artillery, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Osbourne, Sgt. Pamela G.",Iraqi Freedom,10/11/04,38,"Army?s Division Artillery, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Rusin, Pfc. Aaron J.",Iraqi Freedom,10/11/04,19,"44th Engineer Battalion, 2nd Infantry Division, Camp Howze, Korea",hostile action
"Martinez, Pfc. Oscar A.",Iraqi Freedom,10/12/04,19,"I Marine Expeditionary Force Headquarters Group, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Merville, Spec. Christopher A.",Iraqi Freedom,10/12/04,26,"2nd Battalion, 17th Field Artillery, 2nd Infantry Division, Camp Hovey, Korea",hostile action
"Pintor, Capt. Dennis L.",Iraqi Freedom,10/12/04,30,"20th Engineer Battalion, 1st Cavalry Division, Fort Hood, Texas",IED
"Weger, Spec. Michael S.",Iraqi Freedom,10/12/04,30,"20th Engineer Battalion, 1st Cavalry Division, Fort Hood, Texas",IED
"Wyatt, Lance Cpl. Daniel R.",Iraqi Freedom,10/12/04,22,"Marine Corps Reserve?s 2nd Battalion, 24th Marine Regiment, 4th Marine Division in Chicago, Ill.",hostile action
"Zook, Cpl. Ian T.",Iraqi Freedom,10/12/04,24,"1st Battalion, 7th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Marine Corps Air Ground Combat Center Twentynine Palms, Calif.",hostile action
"Baker, Spec. Ronald W.",Iraqi Freedom,10/13/04,34,"39th Support Battalion, Arkansas National Guard, Lonoke, Ark.",IED
"Felsberg, 2nd Lt. Paul M.",Iraqi Freedom,10/13/04,27,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force of Camp Pendleton, Calif.",hostile action
"Gonzalez, Lance Cpl. Victor A.",Iraqi Freedom,10/13/04,19,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force of Camp Pendleton, Calif.",hostile action
"Moreno, Spec. Jaime",Iraqi Freedom,10/13/04,28,"20th Engineer Battalion, 1st Cavalry Division, Fort Hood, Texas",IED
"Phelan, Lt. Col. Mark P.",Iraqi Freedom,10/13/04,44,"Army Reserve's 416th Civil Affairs Battalion, Morristown, Pa.",IED
"Regnier, Spec. Jeremy F.",Iraqi Freedom,10/13/04,22,"4th Battalion, 5th Air Defense Artillery Regiment, 1st Cavalry Division, Fort Hood, Texas",IED
"Soltes Jr., Maj. Charles R.",Iraqi Freedom,10/13/04,36,"Army Reserve's 426th Civil Affairs Battalion, Upland, Calif.",IED
"Barbret, Pfc. Mark A.",Iraqi Freedom,10/14/04,22,"44th Engineer Battalion, Camp Howze, Korea",IED
"Beard, Spec. Bradley S.",Iraqi Freedom,10/14/04,22,"2nd Battalion, 17th Field Artillery Regiment, 2nd Infantry Division, Camp Red Cloud, Korea",IED
"Fernandez, Spec. Kyle Ka Eo",Enduring Freedom,10/14/04,26,"2nd Battalion, 5th Infantry, 25th Infantry Division (Light), Schofield Barracks, Hawaii",IED
"Hawkins II, Staff Sgt. Omer T.",Iraqi Freedom,10/14/04,31,"44th Engineer Battalion, Camp Howze, Korea",IED
"Hobbs, Staff Sgt. Brian S.",Enduring Freedom,10/14/04,28,"2nd Battalion, 5th Infantry, 25th Infantry Division (Light), Schofield Barracks, Hawaii",IED
"Vandertulip, Spec. Josiah H.",Iraqi Freedom,10/14/04,21,"2nd Battalion, 7th Cavalry Regiment, 1st Cavalry Division, Fort Hood, Texas",hostile action
"Waters, Pvt. David L.",Iraqi Freedom,10/14/04,19,"2nd Battalion, 14th Infantry Regiment, 10th Mountain Division (Light Infantry), Fort Drum, N.Y.",IED
"Burgess, Spec. Alan J.",Iraqi Freedom,10/15/04,24,"Army National Guard's 2nd Battalion, 197th Field Artillery Brigade, Woodsville, N.H.",IED
"Owen, Sgt. Michael G.",Iraqi Freedom,10/15/04,31,"9th Psychological Operations Battalion, 4th Psychological Operations Group (Airborne) from Fort Bragg, N.C.",IED
"Salazar, Cpl. William I.",Iraqi Freedom,10/15/04,26,"Headquarters Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Santos, Spec. Jonathan J.",Iraqi Freedom,10/15/04,22,"9th Psychological Operations Battalion, 4th Psychological Operations Group (Airborne) from Fort Bragg, N.C.",IED
"Schramm, Lance Cpl. Brian K.",Iraqi Freedom,10/15/04,22,"2nd Assault Amphibian Battalion, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Brennan, Chief Warrant Officer William I.",Iraqi Freedom,10/16/04,36,"1st Battalion, 25th Aviation, 25th Infantry Division (Light), Wheeler Army Air Field, Hawaii",helicopter accident
"Johnson, Capt. Christopher B.",Iraqi Freedom,10/16/04,29,"1st Battalion, 25th Aviation, 25th Infantry Division (Light), Wheeler Army Air Field, Hawaii",helicopter accident
"Ehrlich, Spec. Andrew C.",Iraqi Freedom,10/18/04,21,"2nd Battalion, 2nd Infantry Regiment, 1st Infantry Division, Vilseck, Germany",non-combat
"Amundson Jr., Cpl. William M.",Enduring Freedom,10/19/04,21,"3rd Battalion, 75th Ranger Regiment, Fort Benning, Ga.",vehicle accident
"Bascom, Sgt. Douglas E.",Iraqi Freedom,10/20/04,25,"2nd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Samek, Airman 1st Class Jesse M.",Enduring Freedom,10/21/04,21,"66th Rescue Squadron, Nellis Air Force Base, Nev.",helicopter accident
"Gadsden, Lance Cpl. Jonathan E.",Iraqi Freedom,10/22/04,21,"1st Combat Engineer Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Boles, Sgt. Dennis J.",Iraqi Freedom,10/24/04,46,"Army National Guard's 171st Aviation Battalion, Brooksville, Fla.",non-combat
"Slocum, Lance Cpl. Richard P.",Iraqi Freedom,10/24/04,19,"1st Battalion, 3rd Marine Regiment, 3rd Marine Division, III Marine Expeditionary Force, Marine Corps Base, Hawaii",vehicle accident
"Oliveira, Cpl. Brian",Iraqi Freedom,10/25/04,22,"3rd Battalion, 1st Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Gomez, Cpl. Billy",Enduring Freedom,10/27/04,25,"2nd Battalion, 27th Infantry Regiment, 25th Infantry Division (Light), Schofield Barracks, Hawaii",IED
"Lemon, Staff Sgt. Jerome",Iraqi Freedom,10/27/04,42,"Army National Guard?s 1052nd Transportation Company, Kingstree, S.C.",IED
"Akintade, Spec. Segun Frederick",Iraqi Freedom,10/28/04,34,"2nd Battalion, 108th Infantry Regiment, New York, N.Y.",IED
"Battles Sr., Sgt. 1st Class Michael",Iraqi Freedom,10/28/04,38,"1st Battalion, 21st Field Artillery Regiment, 1st Cavalry Division, Fort Hood, Tex.",IED
"Downing II, Pfc. Stephen P.",Iraqi Freedom,10/28/04,30,"2nd Battalion, 17th Field Artillery, Camp Hovey, Korea",hostile action
"Fortune, Sgt. Maurice Keith",Iraqi Freedom,10/29/04,25,"2nd Battalion, 17th Field Artillery, 2nd Brigade Combat Team, from Camp Hovey, Korea",IED
"Bow, Lance Cpl. Jeremy D.",Iraqi Freedom,10/30/04,20,"1st Battalion, 3rd Marine Regiment, 3rd Marine Division, III Marine Expeditionary Force, Marine Corps Base Hawaii",IED
